STRASSE,STRANAM,HSZ
1308,Freilassinger Str.,31
2360,Karlsfelder Str.,38c
6762,Clara-Schumann-Str.,22
6764,Michael-Öchsner-Str.,10
6598,Werner-Schlierf-Str.,9
6516,Anton-Geisenhofer-Str.,36
1251,Forst-Kasten-Allee,123b
1422,Gautinger Str.,4
4235,Schöppnerweg,12
4898,Vinzenz-Schüpfer-Str.,40
273,Appenzeller Str.,94a
4291,Schwanseestr.,12a
1155,Fasangartenstr.,3a
1687,Guffertstr.,16
2869,Lohstr.,17a
1950,Hertwigpl.,1e
1950,Hertwigpl.,1d
4472,Sperlstr.,25
5145,Wilbrechtstr.,52
2312,Kaiserhölzlstr.,43f
1745,Haidenaupl.,13
4887,Vestastr.,6a
4603,Streitbergstr.,54
4806,Türkenstr.,52c
5457,Feinhalsstr.,3
5637,Lichtenbergerweg,6
374,Badenburgstr.,4d
1273,Franz-Mader-Str.,4
2984,Mariahilfpl.,18a
374,Badenburgstr.,4a
1273,Franz-Mader-Str.,14
374,Badenburgstr.,4
4806,Türkenstr.,52k
4806,Türkenstr.,52b
4806,Türkenstr.,52h
4806,Türkenstr.,52a
4806,Türkenstr.,52e
3449,Pagodenburgstr.,22
4752,Tollkirschenweg,12
6673,Annette-von-Aretin-Str.,5
2781,Lerchenauer Str.,332a
2364,Karlstr.,96a
2395,Katzbachstr.,8a
1834,Haylerstr.,18b
2839,Linprunstr.,52
1821,Hauberrißerstr.,12
3243,Naupliastr.,99
4023,Sailerstr.,6
4166,Schleißheimer Str.,311
2797,Levkojenstr.,2
1313,Freisinger Landstr.,76
4632,Sudetendeutschestr.,33
1253,Fortnerstr.,11
1672,Grundelstr.,14
4209,Schneebergstr.,2
4291,Schwanseestr.,59
1923,Herderwiesweg,16
5951,Max-Proebstl-Str.,4
4862,Uttinger Str.,14
4767,Traubinger Str.,20
5634,Schlüsselblumenweg,1
217,Am Schnepfenweg,111
217,Am Schnepfenweg,82
6670,Prälat-Höck-Bogen,6
6670,Prälat-Höck-Bogen,42
1115,Ettalstr.,30b
2726,Lazarettstr.,1b
443,Baubergerstr.,57
1340,Friedrich-List-Str.,114
1376,Fürstenrieder Str.,254
1511,Ginsterweg,8
1590,Gräfelfinger Str.,116
5140,Wiesentfelser Str.,94
1590,Gräfelfinger Str.,136c
6,Abensbergstr.,30a
1327,Friedenheimer Str.,137a
4747,Tölzer Str.,4a
6325,Langfeldstr.,11
2705,Langwieder Hauptstr.,30
962,Echterstr.,7a
1597,Graf-Ottenburg-Str.,27
2256,Johanneskirchner Str.,97
3377,Offenbachstr.,51c
3286,Niederalmstr.,16
5666,Hugo-Lang-Bogen,14
2339,Kapuzinerstr.,18b
6641,Weimarer Str.,9
678,Brienner Str.,50a
2786,Leuchsstr.,17b
2786,Leuchsstr.,17a
2531,Kohlrauschstr.,9
503,Berchemstr.,93a
459,Bauseweinallee,114b
459,Bauseweinallee,114d
3252,Nesselwanger Str.,26a
417,Bannwaldseestr.,15
326,Auenstr.,112
5121,Whistlerweg,17d
2164,Ilmmünsterstr.,52b
6588,Otl-Aicher-Str.,64
682,Brodersenstr.,8
5136,Wiesbachhornstr.,27b
4824,Uhdestr.,21
5328,Zum Schwabenbächl,50
5573,Nawiaskystr.,23
6662,Hermann-Weinhauser-Str.,38
4713,Thomas-Hauser-Str.,41
4713,Thomas-Hauser-Str.,43
4698,Theodor-Fischer-Str.,103
4885,Vesaliusstr.,5
5268,Zaunerstr.,13
3036,Mattighofer Str.,5a
5498,Kunreuthstr.,14
5498,Kunreuthstr.,56
520,Bergsonstr.,64d
2150,Huttererstr.,18
4881,Verdistr.,74
754,Carrierestr.,9
3930,Rossittener Str.,2b
1464,Georg-Reismüller-Str.,2
2438,Killerstr.,8
2482,Kleselstr.,39
5282,Zeismeringer Str.,18
4305,Schweidnitzer Str.,28
5214,Wöhlerstr.,6a
5214,Wöhlerstr.,61
5368,Toni-Pfülf-Str.,66
234,Andernacher Str.,21
285,Arminiusstr.,29
1532,Glogauer Str.,29
345,August-Exter-Str.,5a
760,Chammünsterstr.,8b
388,Bäckerstr.,3
3984,Ruffinistr.,9
4996,Wallensteinstr.,20
702,Brunhamstr.,21
5646,Hugo-Troendle-Str.,39
1569,Gondershauser Str.,46
6565,Mildred-Scheel-Bogen,41
6371,Maria-Montessori-Str.,32
6629,Marie-Luise-Kaschnitz-Str.,13
6631,Englburgstr.,53
6581,Josef-Felder-Str.,33
1103,Eschenrieder Str.,15d
6727,Hermine-von-Parish-Str.,54
2268,Josef-Frankl-Str.,33
294,Arnulfstr.,167
6259,Auf den Schrederwiesen,65i
4212,Schneeglöckchenstr.,17
6705,Mathilde-Berghofer-Weichner-Str.,8
858,Dientzenhoferstr.,34c
1802,Harthauser Str.,8c
6727,Hermine-von-Parish-Str.,70
3638,Pollinger Str.,4a
1153,Fasanenstr.,27b
858,Dientzenhoferstr.,46d
6601,Ruth-Drexel-Str.,58
142,Am Eicherhof,11a
5225,Wolfoltstr.,11a
5647,Hoferichterweg,2b
799,Dachsteinstr.,28
3622,Plinganserstr.,134
1607,Grashofstr.,75e
1607,Grashofstr.,75d
1179,Feldmochinger Str.,383a
6200,Josef-Brückl-Str.,42
6677,Dieter-Hildebrandt-Str.,26
6672,Adolf-Hackenberg-Str.,26
6672,Adolf-Hackenberg-Str.,73
2472,Kleiberweg,18
2472,Kleiberweg,20a
5647,Hoferichterweg,2
4321,Sebastian-Bauer-Str.,30c
5647,Hoferichterweg,2a
3224,Mutschellestr.,19
1106,Eslarner Str.,12c
1950,Hertwigpl.,1b
5281,Zeisigweg,17b
505,Berduxstr.,32
6727,Hermine-von-Parish-Str.,45
6727,Hermine-von-Parish-Str.,41
4192,Schmellerstr.,16a
2971,Marbachstr.,9a
4806,Türkenstr.,52
374,Badenburgstr.,4e
4806,Türkenstr.,52f
4752,Tollkirschenweg,10
4075,St.-Veit-Str.,62
4984,Waldperlacher Str.,56
1100,Erzgießereistr.,2
5173,Wilhelm-Weitling-Str.,32
4928,Von-Erckert-Str.,86
5169,Wilhelm-Riehl-Str.,11
4394,Siegsdorfer Str.,10
4795,Truderinger Str.,152
28,Adelmannstr.,19
1280,Franz-Senn-Str.,16
1179,Feldmochinger Str.,349
3214,Murnauer Str.,100
261,Anton-Meindl-Str.,9
309,Asenweg,5
340,Aufseßer Str.,5
1551,Görzer Str.,157
4056,St.-Augustinus-Str.,72
858,Dientzenhoferstr.,40
5639,Hufelandstr.,18
4673,Tegernseer Landstr.,295
5930,Ludwig-Krafft-Str.,16
495,Benediktenwandstr.,36
503,Berchemstr.,41
559,Biedersteiner Str.,29
6199,Luganoweg,5
1926,Hermann-Hahn-Pl.,7
1867,Heilmaierstr.,25
3822,Reußweg,1
6059,Gustav-Otto-Bogen,5
5104,Westendstr.,247
462,Bavariaring,48
2609,Kronenweg,10
552,Betzensteinstr.,3
4642,Sulzbeckstr.,11
4145,Schikanederstr.,7
6530,Margit-Schramm-Str.,16
1590,Gräfelfinger Str.,159
2555,Korbinianstr.,5
2048,Hönlestr.,37
2122,Hosigaustr.,6
2296,Junkerstr.,83
2474,Kleinhaderner Str.,12
4423,Situlistr.,27
343,Augustenstr.,87
2794,Leutweinstr.,25
1249,Forstenrieder Allee,152a
5121,Whistlerweg,22
6678,Sammy-Drechsel-Str.,10
2474,Kleinhaderner Str.,24
2474,Kleinhaderner Str.,45
2544,Konrad-Dreher-Str.,20
2697,Langbehnstr.,5
4955,Wadlerstr.,27
5384,Rolf-Pinegger-Str.,12
5384,Rolf-Pinegger-Str.,22
5445,Flemischweg,32
4699,Theodor-Kitt-Str.,40
87,Allescherstr.,28a
1569,Gondershauser Str.,32a
2166,Iltisstr.,24
1123,Eulenspiegelstr.,48f
930,Drudhardstr.,29
2408,Kellerstr.,35
5567,Peter-Paul-Althaus-Str.,9d
1617,Graubündener Str.,69
4881,Verdistr.,108
5214,Wöhlerstr.,59
4755,Toni-Schmid-Str.,22a
4697,Theodolindenstr.,16a
2733,Lechelstr.,74
2970,Manzostr.,20
2970,Manzostr.,96
2970,Manzostr.,113
3232,Nätherstr.,6b
3297,Nikolaus-Rüdinger-Str.,22
3593,Piperstr.,7
3661,Prantlstr.,1
3969,Rudhartstr.,41a
1498,Giechstr.,63
4386,Siegenburger Str.,41
3249,Neideckstr.,23
3468,Parsberger Str.,17
4352,Seldeneckstr.,6
4190,Schmalkaldener Str.,12a
3153,Möwestr.,46
2837,Linkstr.,90
1069,Ennslandstr.,3
384,Bad-Soden-Str.,29
272,Apolloweg,14
5168,Wilhelm-Raabe-Str.,9
5170,Wilhelmshavener Str.,3
2903,Lüneburger Str.,14
388,Bäckerstr.,89
390,Bärmannstr.,29
400,Balanstr.,141
5782,Therese-Giehse-Allee,23
437,Basler Str.,7
2231,Jägerwirtstr.,3
2731,Lebzelterstr.,15
1129,Eversbuschstr.,7c
246,Angerlohstr.,64
6473,Ika-Freudenberg-Str.,15
6473,Ika-Freudenberg-Str.,62
6212,Hans-Fitz-Weg,28
1464,Georg-Reismüller-Str.,1a
6541,Toni-Berger-Str.,5
3863,Riezlerweg,50
1179,Feldmochinger Str.,383l
3149,Mönchbergstr.,18a
2394,Kattowitzer Str.,41
3856,Rienzipl.,3a
4706,Theresienstr.,75a
780,Clemens-Krauß-Str.,1
4498,Stabelerstr.,25
534,Berner Str.,4a
2152,Iblherstr.,14a
3088,Memeler Str.,96a
763,Chiemgaustr.,159
301,Arzberger Str.,3
18,Adalbert-Stifter-Str.,55
5724,Braunschweiger Str.,11a
2046,Hölzlweg,12
3202,Münchberger Str.,18
1551,Görzer Str.,38
3344,Oberföhringer Str.,216b
1607,Grashofstr.,75c
4928,Von-Erckert-Str.,4
4928,Von-Erckert-Str.,6a
4928,Von-Erckert-Str.,6
1164,Fauststr.,40
2472,Kleiberweg,18a
2472,Kleiberweg,20
4124,Scheibmeirstr.,52
4212,Schneeglöckchenstr.,51a
1164,Fauststr.,40b
4321,Sebastian-Bauer-Str.,30d
5023,Wasserturmstr.,5
1607,Grashofstr.,75f
4212,Schneeglöckchenstr.,51
3149,Mönchbergstr.,13
6799,Maria-Luiko-Str.,49
6799,Maria-Luiko-Str.,43
1300,Frau-von-Uta-Str.,1
4709,Thierlsteiner Str.,2j
1831,Havelstr.,2a
4709,Thierlsteiner Str.,2h
4709,Thierlsteiner Str.,2i
4709,Thierlsteiner Str.,2k
6803,Kyivstr.,17
273,Appenzeller Str.,1
1120,Euckenstr.,19c
1798,Harpprechtstr.,3
2971,Marbachstr.,9
6727,Hermine-von-Parish-Str.,49
6727,Hermine-von-Parish-Str.,37
6727,Hermine-von-Parish-Str.,43
1792,Hardenbergstr.,26
1372,Fürstenackerstr.,4
4592,Strähuberstr.,3
3862,Rietschelstr.,4
4898,Vinzenz-Schüpfer-Str.,44
273,Appenzeller Str.,95a
377,Badgasteiner Str.,4
3381,Ohlenschlagerstr.,14
2293,Julius-Kreis-Str.,20
1284,Franz-Töpsl-Weg,11
5254,Xaver-Weismor-Str.,4c
6030,Johannes-Neuhäusler-Str.,11
6030,Johannes-Neuhäusler-Str.,23
5906,Hans-Schweikart-Str.,14
2521,Königsseestr.,1
2979,Mariabrunner Str.,64
5971,Rudolf-Camerer-Str.,18
6059,Gustav-Otto-Bogen,23
1036,Elisenstr.,1b
5980,Joseph-Maria-Lutz-Anger,12
943,Dumasstr.,8
122,Amalienstr.,81b
1744,Haidelweg,17a
3965,Rubinsteinstr.,40
3145,Mitterwieserstr.,4
6467,Kerbelweg,14
6490,Astrid-Lindgren-Str.,20
4948,Wachenheimer Str.,24
3563,Pfeivestlstr.,30a
5054,Weinbergerstr.,34d
5145,Wilbrechtstr.,32
4835,Unnützstr.,25b
1851,Hegelstr.,14
3085,Melßheimerstr.,9b
6500,Heinrich-Böll-Str.,103
2517,Königsdorfer Str.,9a
1735,Haffstr.,24
6422,Prälat-Wellenhofer-Str.,32
6405,Oskar-Schlemmer-Str.,17
5121,Whistlerweg,6a
5281,Zeisigweg,16d
46,Agnes-Bernauer-Str.,189
2781,Lerchenauer Str.,251d
6490,Astrid-Lindgren-Str.,68
6484,Adams-Lehmann-Str.,3
3499,Pelargonienweg,19a
3161,Monikastr.,3
5123,Wichertstr.,1b
4166,Schleißheimer Str.,439c
5555,Bellinzonastr.,18
503,Berchemstr.,17
385,Badstr.,3
4369,Setzbergstr.,11a
4301,Schwarzspechtstr.,11
5051,Weilheimer Str.,21e
6530,Margit-Schramm-Str.,11
5053,Weinbauernstr.,20
5773,Prinz-Konstantin-Str.,1
504,Berchtesgadener Str.,9
508,Berg-am-Laim-Str.,77
508,Berg-am-Laim-Str.,131
2526,Kössener Str.,8
1775,Hansastr.,113
3383,Ohlstadter Str.,40
4920,Volmstr.,16
6176,Hermann-Gmeiner-Weg,24
485,Behringstr.,93
876,Dirrstr.,4a
1604,Grandauerstr.,6
2256,Johanneskirchner Str.,92
2733,Lechelstr.,55
1669,Grütznerstr.,6
234,Andernacher Str.,13
2254,Johann-Clanze-Str.,101
3137,Mittenwalder Str.,8
4698,Theodor-Fischer-Str.,27a
5763,Arno-Holz-Weg,10
3588,Pilgersheimer Str.,16
3999,Rupprechtstr.,16
5925,Martin-Kollar-Str.,12
379,Bad-Kissingen-Str.,82
400,Balanstr.,132
400,Balanstr.,225
411,Baltenstr.,14
2051,Hörwarthstr.,23
297,Artilleriestr.,24
310,Asgardstr.,13
2275,Josef-Ressel-Str.,6
1145,Falkenstr.,19
3202,Münchberger Str.,8
4768,Trauchbergstr.,4
1391,Gabriel-Max-Str.,68
1372,Fürstenackerstr.,11a
6013,Carl-Zuckmayer-Str.,37
6473,Ika-Freudenberg-Str.,30
1397,Gailenreuther Str.,3b
1315,Freseniusstr.,31k
1179,Feldmochinger Str.,383f
6637,Margarete-Schütte-Lihotzky-Str.,30
1961,Herzogstandstr.,16
6516,Anton-Geisenhofer-Str.,68
3197,Mühlthaler Str.,79e
2543,Konrad-Celtis-Str.,113
6801,Clementine-von-Braunmühl-Weg,19
3856,Rienzipl.,3
4013,Sadelerstr.,29
4013,Sadelerstr.,27b
1551,Görzer Str.,36
2725,Lavaterstr.,4
2053,Höslstr.,4
2940,Maiglöckchenstr.,11
2694,Landshuter Allee,48
2152,Iblherstr.,14
3202,Münchberger Str.,18a
6785,Lilli-Kurowski-Str.,15
1629,Grenzstr.,7
3344,Oberföhringer Str.,216
3344,Oberföhringer Str.,216a
4013,Sadelerstr.,27c
6799,Maria-Luiko-Str.,38
6799,Maria-Luiko-Str.,36
6799,Maria-Luiko-Str.,40
6799,Maria-Luiko-Str.,28
6799,Maria-Luiko-Str.,34
6799,Maria-Luiko-Str.,44
6799,Maria-Luiko-Str.,42
6799,Maria-Luiko-Str.,46
6799,Maria-Luiko-Str.,50
6799,Maria-Luiko-Str.,52
6799,Maria-Luiko-Str.,35
6799,Maria-Luiko-Str.,47
3149,Mönchbergstr.,13e
6799,Maria-Luiko-Str.,23
6799,Maria-Luiko-Str.,11
616,Böcksteiner Str.,79
2184,In der Heuluss,11b
1798,Harpprechtstr.,19
1798,Harpprechtstr.,15
6803,Kyivstr.,3
6803,Kyivstr.,6
6803,Kyivstr.,7
6712,Amalie-Nacken-Str.,7
6712,Amalie-Nacken-Str.,8
6712,Amalie-Nacken-Str.,5
4755,Toni-Schmid-Str.,14a
4755,Toni-Schmid-Str.,14c
1232,Florastr.,31a
4565,Sterrhubenweg,16
1528,Glockenblumenstr.,31
4755,Toni-Schmid-Str.,14b
1232,Florastr.,29
6712,Amalie-Nacken-Str.,9
6712,Amalie-Nacken-Str.,10
6712,Amalie-Nacken-Str.,4
1802,Harthauser Str.,34a
1334,Friedrich-Creuzer-Str.,4b
5311,Zitzelsbergerstr.,8
5043,Weidener Str.,15
6013,Carl-Zuckmayer-Str.,23
82,Alfred-Schmidt-Str.,15
1344,Friedrichshafener Str.,11
2346,Karl-Hromadnik-Str.,4
4091,Schachblumenweg,2
6370,Georg-Kerschensteiner-Str.,21
1735,Haffstr.,208
3585,Pienzenauerstr.,144
2125,Hubert-Beckers-Str.,23
5068,Weißensteinstr.,8
2781,Lerchenauer Str.,221c
6468,Selma-Lagerlöf-Str.,98a
4166,Schleißheimer Str.,53a
6474,Elisabeth-zu-Guttenberg-Str.,32
6482,Marlene-Dietrich-Str.,16
3153,Möwestr.,26a
6524,Max-Friedlaender-Bogen,9
1123,Eulenspiegelstr.,25
6528,Margarethe-Danzi-Str.,12
4995,Wallensteinpl.,1b
2283,Josef-Zintl-Str.,7e
6492,Ingeborg-Bachmann-Str.,3
6468,Selma-Lagerlöf-Str.,52
6484,Adams-Lehmann-Str.,26
3275,Neurißweg,11
4345,Seidelbaststr.,16
3619,Plauener Str.,11
1707,Gutenbergstr.,16a
6490,Astrid-Lindgren-Str.,21
6188,Augustin-Rösch-Str.,25
3831,Rhönstr.,5
383,Bad-Schachener-Str.,69
1838,Hechtseestr.,38
1871,Heimdallstr.,3
2011,Hochäckerstr.,15
6484,Adams-Lehmann-Str.,107
4836,Unterbiberger Str.,31
3793,Reiherweg,9
2142,Hummelblumenstr.,10d
6588,Otl-Aicher-Str.,16
2867,Lohensteinstr.,16
3781,Rehbergstr.,3
3604,Pläntschweg,8
2123,Hotterstr.,7
2079,Hoheneckstr.,83
3598,Pirmaterstr.,1b
435,Barystr.,16
6737,Hildegard-Hamm-Brücher-Str.,2
5173,Wilhelm-Weitling-Str.,6a
6500,Heinrich-Böll-Str.,92
6752,Am Kesselhaus,28
6778,Veronastr.,83
3568,Pfingstrosenstr.,51
560,Bielefelder Str.,15
1944,Herrschinger Str.,5
2823,Limesstr.,115a
3535,Petersenstr.,8
16,Ackermannstr.,81
1025,Eisgruberstr.,25
3052,Max-Joseph-Str.,2
803,Daglfinger Str.,101a
748,Candidstr.,21
4446,Sondermeierstr.,84c
4321,Sebastian-Bauer-Str.,5c
6769,Marianne-Hoppe-Str.,18
2516,Königsberger Str.,20g
1249,Forstenrieder Allee,179b
4127,Scheinerstr.,12b
1355,Fritz-Reuter-Str.,9
2441,Kirchbachweg,13
4607,Stridbeckstr.,32a
4982,Waldmüllerstr.,5
3349,Oberländerstr.,9
4113,Scharfreiterpl.,48
6274,Berchardweg,9
5592,Cerebotanistr.,25
2823,Limesstr.,50c
5140,Wiesentfelser Str.,13
6666,Staudenäckerweg,11
2505,Koboldstr.,74a
4090,Schaarschmidtstr.,25
4113,Scharfreiterpl.,16
5328,Zum Schwabenbächl,48b
2895,Ludwigsfelder Str.,5
6143,Alois-Gilg-Weg,7
6729,Erna-Eckstein-Str.,72
2037,Höglwörther Str.,342a
5177,Willi-Wien-Str.,31
3681,Prinzregentenstr.,22
1528,Glockenblumenstr.,13
6060,Richard-Seewald-Bogen,4
5946,Am Westpark,8c
3489,Paul-Heyse-Str.,33b
3002,Markomannenstr.,8
2256,Johanneskirchner Str.,14
6776,Franz-Heubl-Str.,21
4978,Waldhornstr.,87c
5634,Schlüsselblumenweg,6
3423,Osterangerstr.,65
3856,Rienzipl.,11
3856,Rienzipl.,11a
1483,Germersheimer Str.,19
4050,Sandgrubenweg,182
4050,Sandgrubenweg,180
3436,Ottobrunner Str.,102
3436,Ottobrunner Str.,104
6785,Lilli-Kurowski-Str.,17
613,Bodenstedtstr.,24
2995,Marienburger Str.,50
166,Am Hierlbach,2
2435,Kiesweg,2a
411,Baltenstr.,11
2442,Kirchenstr.,88c
6785,Lilli-Kurowski-Str.,23
3317,Notburgastr.,15
3844,Riedener Str.,11a
417,Bannwaldseestr.,65
2197,Insterburger Str.,1
6799,Maria-Luiko-Str.,6
4989,Waldschulstr.,58
4668,Taulerstr.,26
6799,Maria-Luiko-Str.,32
6799,Maria-Luiko-Str.,26
6799,Maria-Luiko-Str.,48a
6799,Maria-Luiko-Str.,48
2697,Langbehnstr.,27
3952,Rotkäppchenstr.,91c
5044,Weidmannstr.,52
3263,Neufeldstr.,45
3952,Rotkäppchenstr.,91f
4953,Wackenroderstr.,6d
207,Am Perlacher Forst,194a
468,Bayerwaldstr.,32
6215,Am Isarkanal,1
5196,Winninger Str.,12
301,Arzberger Str.,6a
5175,Willibaldstr.,227
3568,Pfingstrosenstr.,32
4536,Steingadener Str.,38
4836,Unterbiberger Str.,43
2247,Jennerstr.,25
6720,Margarete-Vollmar-Str.,2
6711,Mahatma-Gandhi-Pl.,4
6737,Hildegard-Hamm-Brücher-Str.,4
6712,Amalie-Nacken-Str.,6
6714,Helmut-Schmidt-Allee,31
6710,Emilie-Mauerer-Str.,7
4215,Schneidemühler Str.,9
3341,Obere Länge,5
3512,Peretshofener Str.,7
676,Brettener Str.,7
1597,Graf-Ottenburg-Str.,7a
6802,Am Bergson Kunstkraftwerk,2
1799,Harrisfeldweg,4
4471,Sperlingweg,30
1014,Eininger Str.,14a
4471,Sperlingweg,30a
1129,Eversbuschstr.,160f
1129,Eversbuschstr.,160h
1129,Eversbuschstr.,160i
763,Chiemgaustr.,147
310,Asgardstr.,25
2793,Leutstettener Str.,22b
6490,Astrid-Lindgren-Str.,49
6474,Elisabeth-zu-Guttenberg-Str.,22
6516,Anton-Geisenhofer-Str.,10
1174,Feldafinger Str.,19
2474,Kleinhaderner Str.,30a
3838,Richard-Wagner-Str.,1
1408,Ganghoferstr.,55
6485,Elisabeth-Kohn-Str.,35
6673,Annette-von-Aretin-Str.,3
4851,Unterhachinger Str.,77e
6530,Margit-Schramm-Str.,10
6490,Astrid-Lindgren-Str.,55
532,Bernauer Str.,9
6614,Petra-Kelly-Str.,26
4928,Von-Erckert-Str.,22a
2213,Isartalstr.,31
1735,Haffstr.,144
6484,Adams-Lehmann-Str.,20
3492,Paul-Preuß-Str.,59
467,Bayerstr.,77d
1352,Fritz-Baer-Str.,16
1237,Flotowstr.,68
2164,Ilmmünsterstr.,8
1468,Georg-von-Mayr-Str.,11
6763,Maria-Arndts-Str.,11
6693,August-Everding-Str.,27
3312,Norderneyer Str.,11
1847,Heerstr.,28
3550,Pfättendorferstr.,17
246,Angerlohstr.,20a
41,Agathenstr.,7
932,Dualastr.,5
5031,Watzmannstr.,6c
5031,Watzmannstr.,6b
5031,Watzmannstr.,6a
5031,Watzmannstr.,6d
6740,Annemarie-Renger-Str.,19
6740,Annemarie-Renger-Str.,7
6740,Annemarie-Renger-Str.,5
6755,Christel-Sembach-Krone-Str.,6
6711,Mahatma-Gandhi-Pl.,2
6740,Annemarie-Renger-Str.,17
6740,Annemarie-Renger-Str.,11
6755,Christel-Sembach-Krone-Str.,8
1045,Elvirastr.,15d
6713,Rosa-Kempf-Str.,23
4709,Thierlsteiner Str.,2b
6713,Rosa-Kempf-Str.,25
4043,Samerhofstr.,18
1232,Florastr.,29a
1300,Frau-von-Uta-Str.,8
1530,Glötzleweg,13
549,Bestelmeyerstr.,10
2928,Maenherstr.,13
6707,Aubinger Allee,23
6740,Annemarie-Renger-Str.,13
5685,Toni-Merkens-Weg,4
6707,Aubinger Allee,27
6711,Mahatma-Gandhi-Pl.,3
6707,Aubinger Allee,25
6713,Rosa-Kempf-Str.,19
3254,Nettelbeckstr.,31a
2444,Kirchheimer Str.,11a
6706,Fritz-Bauer-Str.,22
6518,Am Oberwiesenfeld,17
3124,Milbertshofener Str.,36b
6738,Hans-Dietrich-Genscher-Str.,17
6609,Gertrud-Grunow-Str.,52
4166,Schleißheimer Str.,457
2441,Kirchbachweg,7
46,Agnes-Bernauer-Str.,27
1753,Haldenbergerstr.,47
2339,Kapuzinerstr.,39a
6214,Hans-Preißinger-Str.,8
1103,Eschenrieder Str.,3
3813,Reschenbachstr.,19
2781,Lerchenauer Str.,255a
2259,Johann-Houis-Str.,32
3175,Moraltstr.,2a
1464,Georg-Reismüller-Str.,47
1992,Hinterbärenbadstr.,21
6566,Katharina-von-Bora-Str.,1
6798,Thusnelda-Lang-Brumann-Str.,14
213,Amselweg,7
370,Bachstelzenweg,28
1532,Glogauer Str.,32
2003,Hirsch-Gereuth-Str.,5
4311,Schwere-Reiter-Str.,39
877,Dirschauer Str.,7
580,Birthälmer Str.,78
6713,Rosa-Kempf-Str.,3
190,Am Lochhauser Hügel,15c
1030,Elbinger Str.,3d
3270,Neumarkter Str.,77
2690,Landsberger Str.,459
5735,Zimmermannweg,8
981,Egenhoferstr.,10
3681,Prinzregentenstr.,159c
3681,Prinzregentenstr.,159a
3731,Rambaldistr.,35a
3681,Prinzregentenstr.,159d
3731,Rambaldistr.,35
613,Bodenstedtstr.,24a
981,Egenhoferstr.,8
5761,Ranertstr.,7
6785,Lilli-Kurowski-Str.,19
3731,Rambaldistr.,35d
5761,Ranertstr.,5
3731,Rambaldistr.,35c
3183,Mortonstr.,25
2678,Laimer Str.,36
1773,Hanfstaenglstr.,26a
5091,Werdenfelsstr.,59
3952,Rotkäppchenstr.,91e
4747,Tölzer Str.,1
4534,Steinerstr.,11
4166,Schleißheimer Str.,377
4166,Schleißheimer Str.,375
301,Arzberger Str.,6
4101,Schätzweg,1
3952,Rotkäppchenstr.,91d
2223,Ittlingerstr.,38
3149,Mönchbergstr.,13a
3149,Mönchbergstr.,13c
207,Am Perlacher Forst,194b
1771,Hanfelder Str.,37
356,Autharistr.,3
4374,Seybothstr.,50
3070,Meglingerstr.,29
6799,Maria-Luiko-Str.,19
6799,Maria-Luiko-Str.,13
6799,Maria-Luiko-Str.,65
6799,Maria-Luiko-Str.,55
6799,Maria-Luiko-Str.,69
6799,Maria-Luiko-Str.,61
3149,Mönchbergstr.,13d
158,Am Haag,9
1014,Eininger Str.,59
581,Birtlinger Zeile,2a
1337,Friedrich-Hebbel-Str.,30
901,Donauwörther Str.,39
954,Ebermayerstr.,18
5121,Whistlerweg,36
5123,Wichertstr.,6
1014,Eininger Str.,57
1230,Flößergasse,18
4534,Steinerstr.,18
1230,Flößergasse,26
4534,Steinerstr.,16
14,Achwaldstr.,10b
14,Achwaldstr.,10e
14,Achwaldstr.,10a
1963,Herzog-Wilhelm-Str.,18
4452,Sonnenstr.,23
2994,Marienbader Str.,32a
230,Am Wiesrain,27b
2497,Kniggestr.,16
1638,Gröbenstr.,26
3506,Penzberger Str.,17
3183,Mortonstr.,27
3183,Mortonstr.,29
3332,Oberauer Str.,12
1838,Hechtseestr.,36a
1538,Gmunder Str.,22c
309,Asenweg,9
2066,Hofmannstr.,37a
2066,Hofmannstr.,37b
6672,Adolf-Hackenberg-Str.,77
6516,Anton-Geisenhofer-Str.,62
2627,Kühlenfelser Str.,4
6613,Lissi-Kaeser-Str.,13
6637,Margarete-Schütte-Lihotzky-Str.,18
2101,Holtzendorffstr.,31a
4403,Silberblattstr.,24b
2690,Landsberger Str.,156
6754,Marie-Luise-Jahn-Str.,6
5767,Freihamer Allee,21
4993,Waldwiesenstr.,37
2842,Lipowskystr.,4
4292,Schwanthalerstr.,133
2696,Langackerweg,9
6754,Marie-Luise-Jahn-Str.,8
5767,Freihamer Allee,23b
6707,Aubinger Allee,48
6707,Aubinger Allee,42
6707,Aubinger Allee,54
5187,Windeckstr.,42
5175,Willibaldstr.,85
1004,Eichenstr.,32b
3412,Oselstr.,16b
2981,Maria-Eich-Str.,123
2198,Institutstr.,7
3681,Prinzregentenstr.,161
5031,Watzmannstr.,6
4444,Sommerstr.,7a
4444,Sommerstr.,7
6778,Veronastr.,37
6778,Veronastr.,29
6778,Veronastr.,5
1045,Elvirastr.,17
4673,Tegernseer Landstr.,337
5988,Rupert-Bodner-Str.,6
2420,Keyserlingstr.,17
4316,Schwojerstr.,9
5597,Karl-Marx-Ring,67
1372,Fürstenackerstr.,19
1433,Geisenbrunner Str.,83
223,Am Vogelherd,24
1752,Halbreiterstr.,6b
3311,Nordendstr.,29
5136,Wiesbachhornstr.,7
4565,Sterrhubenweg,14
6259,Auf den Schrederwiesen,52
223,Am Vogelherd,26
